age,marital_status,education_level,gender,percent_hike,distance_from_home,sourcing_channel,total_rounds,date_1st_contact,date_offered,satisfaction_index,no_companies_worked,career_growth,flexi_work,total_experience,timely_communication,offer_dropped
36,married,Associate Degree,Male,12,<15 kms,Consultants,9,28-04-2015,25-07-2015,27,4,Vertical,Yes,12,Yes,Yes
45,single,Associate Certification,Male,12,<15 kms,Internal Referrals,7,10-09-2015,25-12-2015,29,7,Vertical,Yes,21,Yes,Yes
39,married,Associate Certification,Male,14,15-20 kms,Company Website,3,01-11-2015,01-01-2016,26,8,Vertical,Yes,15,No,Yes
32,married,Associate Certification,Male,10,> 20 kms,Job Portals,3,26-12-2015,18-04-2016,29,4,Vertical,Yes,8,No,Yes
33,married,Bachelor Degree,Male,13,> 20 kms,Consultants,3,18-03-2016,30-06-2016,30,3,Lateral,Yes,9,Yes,Yes
37,married,Master Degree,Male,13,> 20 kms,Social Media,7,01-06-2015,15-09-2015,19,5,Vertical,No,13,No,Yes
31,married,Associate Certification,Male,35,> 20 kms,Social Media,6,26-12-2015,15-02-2016,92,3,Vertical,Yes,7,Yes,No
32,married,Associate Certification,Male,33,15-20 kms,Company Website,5,03-06-2015,19-09-2015,36,3,Vertical,Yes,8,No,No
26,married,Associate Degree,Male,11,<15 kms,Social Media,3,17-04-2015,08-08-2015,24,1,Vertical,Yes,2,Yes,Yes
46,married,Master Degree,Male,34,<15 kms,Job Portals,8,18-07-2015,13-11-2015,89,6,Lateral,Yes,22,Yes,No
38,married,Associate Degree,Male,10,> 20 kms,Internal Referrals,5,21-03-2016,30-05-2016,23,7,Lateral,Yes,14,Yes,Yes
28,married,Associate Degree,Male,30,> 20 kms,Company Website,9,02-06-2015,14-09-2015,26,5,Vertical,Yes,4,Yes,No
30,married,Associate Certification,Male,36,<15 kms,Job Portals,9,29-07-2015,22-10-2015,64,5,Lateral,Yes,6,No,No
34,married,Associate Certification,Male,33,> 20 kms,Social Media,3,29-01-2016,25-05-2016,62,4,Vertical,Yes,10,No,No
36,married,Associate Degree,Male,13,<15 kms,Internal Referrals,6,08-01-2016,07-04-2016,26,5,Lateral,No,12,No,Yes
40,divorced,Associate Degree,Male,31,15-20 kms,Company Website,10,02-02-2016,13-04-2016,92,6,Lateral,No,16,Yes,No
34,single,Master Degree,Male,30,<15 kms,Internal Referrals,9,14-08-2015,30-09-2015,60,8,Vertical,Yes,10,No,No
37,married,Master Degree,Male,38,<15 kms,Internal Referrals,8,11-06-2015,02-09-2015,79,4,Vertical,No,13,No,No
44,married,Bachelor Degree,Male,32,<15 kms,Job Portals,3,24-02-2016,20-04-2016,60,6,Lateral,Yes,20,No,No
46,married,Bachelor Degree,Male,10,<15 kms,Job Portals,6,24-01-2016,08-04-2016,16,6,Lateral,Yes,22,Yes,Yes
40,married,Associate Degree,Male,40,<15 kms,Company Website,10,24-03-2016,09-06-2016,34,8,Lateral,Yes,16,No,No
27,married,Bachelor Degree,Male,11,> 20 kms,Consultants,5,05-08-2015,02-11-2015,17,3,Vertical,Yes,3,No,Yes
25,married,Associate Degree,Male,10,<15 kms,Job Portals,8,18-04-2015,08-08-2015,26,1,Vertical,Yes,1,No,Yes
41,married,Associate Certification,Male,13,15-20 kms,Internal Referrals,7,05-01-2016,21-04-2016,21,4,Vertical,No,17,Yes,Yes
30,married,Associate Certification,Male,35,> 20 kms,Company Website,10,14-02-2016,03-04-2016,28,5,Vertical,No,6,No,No
40,single,Associate Certification,Male,12,> 20 kms,Company Website,6,08-04-2015,27-07-2015,15,6,Vertical,Yes,16,No,Yes
29,married,Associate Degree,Male,13,15-20 kms,Consultants,7,21-01-2016,23-04-2016,18,3,Lateral,No,5,Yes,Yes
43,single,Master Degree,Male,11,15-20 kms,Internal Referrals,4,23-01-2016,19-04-2016,15,5,Vertical,Yes,19,No,Yes
38,married,Bachelor Degree,Male,12,15-20 kms,Internal Referrals,4,25-01-2016,29-04-2016,27,4,Vertical,Yes,14,Yes,Yes
29,married,Associate Degree,Male,35,> 20 kms,Consultants,4,04-12-2015,10-03-2016,32,4,Vertical,Yes,5,Yes,No
45,married,Associate Certification,Male,33,> 20 kms,Internal Referrals,6,20-03-2016,03-05-2016,66,7,Vertical,No,21,Yes,No
29,married,Associate Certification,Male,33,15-20 kms,Social Media,3,07-03-2015,19-05-2015,64,3,Lateral,No,5,No,No
26,divorced,Associate Degree,Male,35,<15 kms,Consultants,10,10-07-2015,02-11-2015,72,1,Lateral,No,2,Yes,No
42,married,Associate Certification,Male,12,15-20 kms,Internal Referrals,3,24-08-2015,08-12-2015,18,6,Lateral,Yes,18,No,Yes
27,married,Associate Degree,Male,13,<15 kms,Company Website,3,11-07-2015,09-09-2015,30,5,Vertical,Yes,3,No,Yes
35,divorced,Associate Certification,Male,10,<15 kms,Job Portals,10,21-01-2016,20-04-2016,25,3,Vertical,No,11,Yes,Yes
25,married,Bachelor Degree,Male,10,<15 kms,Internal Referrals,10,29-10-2015,13-02-2016,15,1,Vertical,No,1,Yes,Yes
46,married,Associate Degree,Male,13,<15 kms,Company Website,5,11-05-2015,24-08-2015,17,6,Vertical,No,22,Yes,Yes
29,single,Bachelor Degree,Male,31,> 20 kms,Job Portals,7,24-11-2015,04-02-2016,53,3,Lateral,Yes,5,No,No
42,married,Associate Certification,Male,14,> 20 kms,Social Media,3,15-08-2015,05-10-2015,27,8,Lateral,Yes,18,No,Yes
39,single,Bachelor Degree,Male,13,<15 kms,Company Website,8,01-10-2015,21-12-2015,24,4,Vertical,No,15,Yes,Yes
40,single,Bachelor Degree,Male,30,15-20 kms,Internal Referrals,10,10-06-2015,16-09-2015,53,3,Lateral,No,16,No,No
38,single,Associate Degree,Male,31,15-20 kms,Internal Referrals,10,25-07-2015,17-09-2015,42,8,Vertical,No,14,No,No
46,single,Bachelor Degree,Male,34,<15 kms,Job Portals,3,11-01-2016,29-03-2016,94,8,Lateral,Yes,22,No,No
29,married,Bachelor Degree,Male,40,<15 kms,Consultants,10,21-12-2015,11-03-2016,64,5,Lateral,No,5,No,No
39,single,Associate Degree,Male,30,> 20 kms,Internal Referrals,8,03-06-2015,09-08-2015,63,5,Lateral,No,15,Yes,No
34,single,Bachelor Degree,Male,31,> 20 kms,Social Media,4,01-10-2015,19-12-2015,64,6,Lateral,Yes,10,No,No
32,single,Associate Degree,Male,32,15-20 kms,Internal Referrals,3,22-09-2015,04-01-2016,59,5,Lateral,No,8,Yes,No
46,divorced,Master Degree,Male,35,<15 kms,Internal Referrals,7,24-05-2015,07-09-2015,57,3,Lateral,Yes,22,No,No
34,married,Associate Degree,Male,14,> 20 kms,Job Portals,3,15-03-2015,07-07-2015,18,3,Vertical,Yes,10,No,Yes
28,single,Associate Degree,Male,38,<15 kms,Consultants,5,16-06-2015,30-08-2015,66,5,Lateral,No,4,No,No
28,married,Associate Certification,Male,32,15-20 kms,Company Website,5,01-09-2015,16-11-2015,94,3,Lateral,Yes,4,Yes,No
25,married,Bachelor Degree,Female,39,> 20 kms,Social Media,3,02-05-2015,27-08-2015,59,1,Vertical,Yes,1,Yes,No
46,single,Associate Degree,Male,13,<15 kms,Company Website,4,27-05-2015,10-09-2015,29,8,Vertical,Yes,22,No,Yes
42,single,Bachelor Degree,Male,11,15-20 kms,Company Website,5,09-08-2015,29-09-2015,23,5,Lateral,No,9,No,Yes
37,married,Bachelor Degree,Female,32,> 20 kms,Job Portals,10,30-08-2015,23-12-2015,63,6,Vertical,Yes,13,No,No
27,married,Associate Certification,Male,11,15-20 kms,Job Portals,3,20-07-2015,05-11-2015,20,5,Lateral,No,3,Yes,Yes
32,single,Bachelor Degree,Male,12,15-20 kms,Consultants,5,08-08-2015,01-12-2015,17,3,Lateral,No,8,Yes,Yes
40,married,Associate Degree,Male,11,<15 kms,Job Portals,9,12-09-2015,26-12-2015,21,4,Vertical,Yes,10,No,Yes
41,divorced,Associate Degree,Male,12,15-20 kms,Social Media,4,31-12-2015,05-03-2016,23,5,Vertical,Yes,17,No,Yes
35,married,Associate Certification,Female,35,15-20 kms,Social Media,6,22-03-2015,14-07-2015,61,4,Vertical,No,11,No,No
27,married,Bachelor Degree,Male,11,15-20 kms,Job Portals,7,01-12-2015,01-02-2016,27,3,Lateral,Yes,3,Yes,Yes
28,married,Bachelor Degree,Male,12,<15 kms,Social Media,8,11-03-2016,12-06-2016,18,5,Vertical,Yes,4,Yes,Yes
27,married,Associate Degree,Male,12,> 20 kms,Social Media,8,11-07-2015,17-10-2015,19,4,Vertical,Yes,3,Yes,Yes
32,married,Associate Certification,Male,10,> 20 kms,Consultants,5,18-04-2015,12-06-2015,23,3,Vertical,No,8,Yes,Yes
25,single,Associate Certification,Female,32,15-20 kms,Job Portals,6,26-08-2015,17-11-2015,84,1,Vertical,Yes,1,No,No
26,single,Associate Degree,Female,30,<15 kms,Job Portals,3,09-01-2016,30-04-2016,52,1,Lateral,Yes,2,No,No
32,married,Associate Degree,Male,14,<15 kms,Job Portals,8,26-09-2015,01-12-2015,19,5,Vertical,No,8,Yes,Yes
27,married,Bachelor Degree,Female,35,> 20 kms,Company Website,10,06-11-2015,31-12-2015,63,4,Vertical,No,3,No,No
34,single,Associate Degree,Female,33,<15 kms,Internal Referrals,10,26-11-2015,11-03-2016,72,3,Vertical,Yes,10,No,No
33,married,Associate Degree,Female,35,> 20 kms,Company Website,8,25-04-2015,01-07-2015,51,7,Vertical,Yes,9,No,No
27,married,Associate Certification,Male,13,> 20 kms,Consultants,3,30-03-2015,13-07-2015,30,4,Lateral,No,3,Yes,Yes
30,married,Associate Degree,Female,35,15-20 kms,Company Website,9,10-04-2015,19-07-2015,66,4,Vertical,No,6,Yes,No
31,married,Bachelor Degree,Female,35,<15 kms,Consultants,3,21-01-2016,23-02-2016,41,3,Lateral,Yes,7,Yes,No
36,single,Associate Certification,Male,10,<15 kms,Job Portals,4,27-05-2015,17-07-2015,17,3,Vertical,Yes,8,No,Yes
35,single,Bachelor Degree,Male,10,> 20 kms,Consultants,3,28-09-2015,04-12-2015,25,7,Lateral,No,11,No,Yes
36,married,Associate Certification,Male,10,<15 kms,Social Media,8,02-08-2015,28-09-2015,28,8,Vertical,Yes,12,No,Yes
44,single,Associate Degree,Female,31,<15 kms,Social Media,6,17-12-2015,10-02-2016,44,5,Lateral,Yes,20,No,No
35,single,Associate Certification,Male,13,15-20 kms,Social Media,5,26-10-2015,19-02-2016,24,4,Lateral,No,11,No,Yes
25,married,Associate Certification,Male,14,<15 kms,Internal Referrals,4,18-03-2016,19-06-2016,25,1,Lateral,Yes,1,Yes,Yes
39,married,Associate Certification,Male,13,<15 kms,Company Website,4,27-03-2015,09-07-2015,23,6,Vertical,No,15,No,Yes
26,single,Bachelor Degree,Male,14,<15 kms,Consultants,10,03-12-2015,26-03-2016,16,1,Vertical,Yes,2,No,Yes
28,single,Associate Degree,Male,13,15-20 kms,Consultants,3,30-05-2015,11-09-2015,21,4,Lateral,No,4,No,Yes
39,married,Bachelor Degree,Male,13,> 20 kms,Social Media,9,21-10-2015,02-02-2016,25,4,Vertical,Yes,9,Yes,Yes
44,married,Associate Certification,Female,39,> 20 kms,Company Website,8,28-03-2016,02-07-2016,95,8,Vertical,Yes,20,Yes,No
32,married,Associate Degree,Female,31,> 20 kms,Consultants,3,11-12-2015,27-03-2016,92,7,Lateral,No,8,No,No
30,married,Associate Degree,Male,12,<15 kms,Social Media,3,06-07-2015,03-11-2015,29,3,Lateral,Yes,6,Yes,Yes
46,single,Associate Degree,Male,14,> 20 kms,Social Media,6,20-09-2015,25-12-2015,26,7,Vertical,Yes,22,Yes,Yes
39,married,Bachelor Degree,Male,14,<15 kms,Job Portals,7,18-08-2015,23-10-2015,30,7,Vertical,Yes,15,Yes,Yes
35,married,Associate Certification,Female,35,<15 kms,Job Portals,7,12-03-2015,08-05-2015,41,8,Lateral,No,11,No,No
35,married,Master Degree,Male,14,> 20 kms,Social Media,3,26-12-2015,26-03-2016,29,4,Lateral,No,11,No,Yes
40,married,Associate Certification,Male,13,<15 kms,Internal Referrals,8,25-08-2015,20-12-2015,23,5,Lateral,No,16,No,Yes
32,married,Associate Degree,Male,10,15-20 kms,Job Portals,7,15-10-2015,13-12-2015,20,7,Lateral,No,8,Yes,Yes
43,divorced,Bachelor Degree,Female,40,<15 kms,Job Portals,6,23-04-2015,15-07-2015,91,6,Vertical,No,19,No,No
28,married,Associate Degree,Female,32,15-20 kms,Internal Referrals,3,10-08-2015,19-10-2015,73,5,Lateral,Yes,4,No,No
27,divorced,Associate Degree,Female,32,<15 kms,Job Portals,8,19-10-2015,11-02-2016,68,3,Lateral,No,3,No,No
31,married,Bachelor Degree,Male,10,<15 kms,Consultants,6,27-05-2015,27-08-2015,20,3,Lateral,No,7,Yes,Yes
31,married,Bachelor Degree,Female,32,15-20 kms,Internal Referrals,9,18-02-2016,22-03-2016,75,3,Vertical,Yes,7,No,No
36,married,Associate Degree,Female,34,<15 kms,Social Media,10,04-03-2015,01-05-2015,55,7,Vertical,Yes,12,Yes,No
40,divorced,Bachelor Degree,Female,34,> 20 kms,Job Portals,5,03-04-2015,07-07-2015,74,3,Lateral,No,16,Yes,No
45,single,Associate Degree,Female,35,> 20 kms,Internal Referrals,8,23-03-2015,16-06-2015,28,6,Lateral,No,21,No,No
30,married,Bachelor Degree,Female,34,<15 kms,Company Website,3,03-04-2015,03-05-2015,77,4,Vertical,Yes,6,No,No
32,married,Associate Degree,Male,12,<15 kms,Company Website,6,17-09-2015,09-01-2016,15,5,Lateral,Yes,8,Yes,Yes
37,married,Master Degree,Male,13,15-20 kms,Social Media,7,20-06-2015,27-09-2015,22,6,Lateral,No,13,Yes,Yes
40,single,Associate Certification,Male,11,<15 kms,Job Portals,10,03-04-2015,22-07-2015,15,3,Vertical,No,13,No,Yes
39,married,Bachelor Degree,Female,34,> 20 kms,Consultants,4,07-04-2015,20-07-2015,69,8,Vertical,No,15,Yes,No
36,single,Associate Certification,Female,32,> 20 kms,Social Media,8,16-04-2015,13-08-2015,73,5,Lateral,No,12,Yes,No
28,single,Bachelor Degree,Male,14,15-20 kms,Company Website,6,19-03-2016,19-05-2016,17,3,Vertical,No,4,Yes,Yes
39,single,Associate Certification,Male,11,<15 kms,Internal Referrals,10,16-06-2015,12-08-2015,17,5,Lateral,No,15,No,Yes
43,married,Master Degree,Female,36,15-20 kms,Company Website,8,02-01-2016,24-04-2016,34,5,Vertical,Yes,19,No,No
46,single,Associate Certification,Male,10,> 20 kms,Consultants,7,11-03-2015,23-06-2015,16,7,Vertical,No,22,No,Yes
33,married,Master Degree,Female,36,15-20 kms,Consultants,9,12-04-2015,15-06-2015,54,5,Vertical,Yes,9,No,No
40,married,Associate Degree,Male,12,15-20 kms,Internal Referrals,3,29-09-2015,18-12-2015,22,4,Lateral,Yes,16,Yes,Yes
30,married,Bachelor Degree,Male,11,15-20 kms,Consultants,3,03-01-2016,22-04-2016,28,4,Vertical,Yes,6,No,Yes
45,married,Bachelor Degree,Female,34,> 20 kms,Job Portals,4,30-01-2016,29-02-2016,53,3,Lateral,Yes,21,Yes,No
25,married,Associate Degree,Male,14,> 20 kms,Consultants,3,04-03-2015,21-06-2015,23,1,Lateral,No,1,No,Yes
39,married,Associate Degree,Male,10,15-20 kms,Internal Referrals,6,17-03-2016,10-07-2016,26,3,Lateral,Yes,12,No,Yes
37,married,Bachelor Degree,Female,32,<15 kms,Company Website,8,26-01-2016,21-05-2016,43,5,Lateral,Yes,13,No,No
27,married,Associate Degree,Male,12,<15 kms,Company Website,6,22-07-2015,15-10-2015,16,5,Lateral,Yes,3,Yes,Yes
31,married,Bachelor Degree,Female,40,<15 kms,Internal Referrals,5,13-01-2016,09-05-2016,45,3,Lateral,No,7,Yes,No
44,married,Master Degree,Male,13,> 20 kms,Internal Referrals,10,05-04-2015,21-06-2015,24,8,Vertical,Yes,20,Yes,Yes
37,single,Master Degree,Female,30,<15 kms,Company Website,5,24-03-2016,19-05-2016,27,4,Lateral,Yes,13,Yes,No
25,married,Associate Certification,Male,10,<15 kms,Social Media,8,13-07-2015,12-10-2015,17,1,Vertical,Yes,1,No,Yes
27,married,Bachelor Degree,Male,11,<15 kms,Consultants,8,24-12-2015,20-04-2016,20,5,Lateral,Yes,3,No,Yes
31,single,Bachelor Degree,Female,35,15-20 kms,Job Portals,10,16-04-2015,07-06-2015,32,4,Vertical,No,7,Yes,No
38,single,Master Degree,Female,33,> 20 kms,Job Portals,3,14-03-2016,03-06-2016,88,7,Lateral,Yes,14,No,No
38,married,Associate Degree,Male,13,<15 kms,Consultants,3,10-09-2015,30-12-2015,20,4,Vertical,No,8,Yes,Yes
28,married,Associate Degree,Male,13,15-20 kms,Job Portals,5,29-01-2016,20-03-2016,16,3,Lateral,No,4,Yes,Yes
42,divorced,Bachelor Degree,Female,34,15-20 kms,Social Media,9,16-09-2015,13-12-2015,51,4,Vertical,Yes,18,Yes,No
38,single,Master Degree,Male,12,> 20 kms,Internal Referrals,8,08-08-2015,25-11-2015,24,3,Lateral,Yes,11,Yes,Yes
29,married,Bachelor Degree,Male,13,> 20 kms,Internal Referrals,10,05-10-2015,11-01-2016,24,4,Lateral,No,5,Yes,Yes
40,married,Associate Degree,Male,10,> 20 kms,Social Media,8,11-08-2015,05-12-2015,28,5,Vertical,No,16,Yes,Yes
27,divorced,Associate Degree,Female,30,15-20 kms,Internal Referrals,4,17-07-2015,24-08-2015,65,5,Vertical,No,6,Yes,No
27,married,Associate Degree,Male,14,15-20 kms,Social Media,8,04-09-2015,16-11-2015,29,5,Lateral,Yes,3,Yes,Yes
25,single,Bachelor Degree,Male,11,15-20 kms,Social Media,6,24-12-2015,03-04-2016,16,1,Vertical,No,1,No,Yes
41,married,Associate Degree,Female,35,15-20 kms,Consultants,6,21-07-2015,23-09-2015,39,8,Lateral,No,17,Yes,No
39,married,Bachelor Degree,Male,13,<15 kms,Social Media,5,11-03-2015,31-05-2015,30,3,Lateral,Yes,12,No,Yes
46,single,Associate Degree,Male,14,<15 kms,Job Portals,8,16-03-2016,08-06-2016,22,7,Vertical,No,22,Yes,Yes
27,single,Associate Degree,Male,11,15-20 kms,Company Website,3,12-07-2015,07-10-2015,23,4,Vertical,Yes,3,No,Yes
43,married,Bachelor Degree,Male,13,<15 kms,Job Portals,7,13-03-2015,13-05-2015,27,7,Vertical,Yes,19,Yes,Yes
45,single,Bachelor Degree,Female,33,<15 kms,Job Portals,10,25-02-2016,09-04-2016,53,4,Vertical,No,21,Yes,No
45,married,Associate Degree,Female,33,> 20 kms,Company Website,3,03-12-2015,08-02-2016,74,5,Vertical,Yes,21,No,No
25,married,Associate Degree,Male,13,> 20 kms,Social Media,10,23-10-2015,04-02-2016,18,1,Lateral,No,1,Yes,Yes
30,married,Associate Degree,Male,10,<15 kms,Consultants,4,23-12-2015,15-03-2016,30,3,Lateral,Yes,6,Yes,Yes
35,married,Bachelor Degree,Female,37,> 20 kms,Social Media,3,04-04-2015,12-07-2015,81,4,Vertical,No,11,No,No
28,married,Associate Degree,Female,35,<15 kms,Social Media,5,01-06-2015,08-09-2015,50,3,Vertical,No,4,No,No
27,single,Associate Degree,Male,14,> 20 kms,Consultants,8,08-12-2015,01-04-2016,18,5,Vertical,Yes,3,Yes,Yes
30,single,Associate Certification,Female,33,> 20 kms,Consultants,9,07-05-2015,18-06-2015,95,5,Vertical,No,6,No,No
45,married,Master Degree,Female,33,15-20 kms,Company Website,5,07-04-2015,11-05-2015,63,8,Lateral,Yes,21,Yes,No
43,married,Associate Degree,Female,31,15-20 kms,Company Website,9,21-02-2016,27-03-2016,43,6,Lateral,No,19,Yes,No
37,married,Associate Degree,Male,10,15-20 kms,Consultants,3,21-02-2016,13-06-2016,26,3,Vertical,Yes,10,Yes,Yes
45,single,Bachelor Degree,Female,34,15-20 kms,Social Media,10,16-09-2015,09-11-2015,40,5,Lateral,No,21,Yes,No
43,married,Master Degree,Female,30,15-20 kms,Internal Referrals,10,08-05-2015,15-07-2015,46,7,Lateral,No,19,Yes,No
31,married,Associate Certification,Male,14,<15 kms,Social Media,7,04-05-2015,12-07-2015,23,5,Vertical,No,7,No,Yes
40,married,Bachelor Degree,Male,11,> 20 kms,Company Website,3,25-02-2016,12-06-2016,17,5,Vertical,No,16,Yes,Yes
33,married,Associate Degree,Female,35,<15 kms,Internal Referrals,6,14-06-2015,16-07-2015,29,7,Vertical,Yes,9,Yes,No
30,divorced,Associate Degree,Male,12,> 20 kms,Job Portals,10,19-08-2015,10-12-2015,21,5,Lateral,No,6,Yes,Yes
28,divorced,Associate Certification,Female,31,15-20 kms,Job Portals,4,29-12-2015,31-01-2016,70,3,Lateral,No,4,No,No
38,married,Associate Certification,Male,13,<15 kms,Social Media,8,10-08-2015,02-12-2015,15,5,Lateral,No,14,Yes,Yes
42,married,Master Degree,Female,35,15-20 kms,Job Portals,5,24-01-2016,11-03-2016,31,3,Vertical,No,18,Yes,No
32,married,Associate Degree,Female,32,15-20 kms,Internal Referrals,8,25-11-2015,07-02-2016,69,4,Lateral,Yes,8,No,No
28,married,Associate Degree,Female,32,15-20 kms,Social Media,3,15-01-2016,09-03-2016,44,4,Lateral,Yes,4,No,No
39,divorced,Associate Certification,Male,14,> 20 kms,Consultants,5,15-04-2015,23-07-2015,19,4,Lateral,Yes,15,Yes,Yes
29,married,Associate Degree,Female,32,> 20 kms,Social Media,7,09-09-2015,20-12-2015,95,3,Lateral,Yes,5,Yes,No
36,married,Associate Degree,Male,10,<15 kms,Company Website,3,03-12-2015,14-02-2016,24,3,Vertical,No,8,Yes,Yes
30,single,Associate Certification,Female,34,> 20 kms,Company Website,8,29-09-2015,26-11-2015,69,4,Lateral,No,6,Yes,No
35,single,Associate Degree,Female,31,<15 kms,Company Website,3,19-09-2015,10-11-2015,34,4,Lateral,Yes,11,No,No
27,married,Associate Degree,Male,10,> 20 kms,Social Media,6,08-07-2015,28-08-2015,17,3,Lateral,Yes,3,No,Yes
45,married,Master Degree,Female,38,15-20 kms,Company Website,10,11-03-2015,06-05-2015,77,4,Lateral,Yes,21,No,No
40,single,Master Degree,Male,12,15-20 kms,Social Media,5,23-11-2015,18-01-2016,28,7,Vertical,No,16,No,Yes
32,married,Bachelor Degree,Female,30,15-20 kms,Consultants,10,27-11-2015,11-01-2016,48,3,Lateral,Yes,8,Yes,No
31,married,Associate Degree,Male,14,<15 kms,Company Website,3,26-03-2015,08-07-2015,23,5,Vertical,Yes,7,No,Yes
31,married,Associate Certification,Male,10,15-20 kms,Consultants,5,19-06-2015,21-09-2015,17,3,Lateral,No,7,Yes,Yes
31,married,Associate Degree,Female,32,<15 kms,Social Media,7,24-08-2015,24-11-2015,46,5,Vertical,No,7,Yes,No
36,single,Bachelor Degree,Female,33,<15 kms,Internal Referrals,8,03-01-2016,10-04-2016,74,7,Vertical,Yes,12,No,No
36,married,Master Degree,Male,10,15-20 kms,Internal Referrals,5,15-08-2015,14-11-2015,26,4,Vertical,Yes,12,Yes,Yes
36,married,Associate Degree,Male,11,15-20 kms,Internal Referrals,5,02-04-2015,19-07-2015,20,7,Lateral,No,12,Yes,Yes
44,single,Bachelor Degree,Female,31,> 20 kms,Internal Referrals,5,26-11-2015,25-01-2016,80,8,Lateral,No,20,Yes,No
41,married,Associate Certification,Female,35,> 20 kms,Internal Referrals,7,14-01-2016,15-02-2016,75,5,Vertical,No,17,No,No
41,divorced,Associate Degree,Female,30,> 20 kms,Consultants,7,30-01-2016,25-04-2016,35,5,Lateral,No,17,Yes,No
27,married,Associate Degree,Female,36,<15 kms,Job Portals,6,15-09-2015,16-10-2015,70,5,Vertical,No,6,No,No
35,divorced,Associate Certification,Female,38,15-20 kms,Job Portals,3,18-10-2015,23-01-2016,90,6,Vertical,No,11,No,No
42,single,Associate Certification,Female,39,> 20 kms,Social Media,4,18-09-2015,01-01-2016,75,3,Lateral,Yes,18,No,No
41,married,Bachelor Degree,Male,13,<15 kms,Consultants,3,02-03-2016,22-05-2016,22,8,Vertical,No,17,No,Yes
40,single,Associate Certification,Female,30,15-20 kms,Company Website,4,12-10-2015,13-11-2015,57,8,Lateral,Yes,16,No,No
25,married,Associate Certification,Female,30,15-20 kms,Internal Referrals,10,22-12-2015,04-04-2016,80,2,Lateral,No,2,Yes,No
25,married,Associate Degree,Female,31,> 20 kms,Internal Referrals,3,11-09-2015,25-11-2015,48,2,Lateral,Yes,2,Yes,No
